feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err,hlevel,model
"(0,)",[0.77584736 0.81315035 0.88833663 0.91057471 0.81709121],0.8410000506101977,"('hill_climbing.avg_dist_between_opt',)",0.06470899320998946,0.050345795094550484,0.025172897547275242,global_structure,gbm
"(0, 91)",[0.9957494  0.95458695 0.93862932 0.97592253 0.97953084],0.9688838105088114,"('hill_climbing.avg_dist_between_opt', 'ela_curv.grad_norm.uq')",0.02573406177748163,0.020021974333539545,0.010010987166769772,global_structure,gbm
"(0, 91, 119)",[0.99575784 0.95693765 0.99164722 0.99200318 1.        ],0.9872691767443333,"('hill_climbing.avg_dist_between_opt', 'ela_curv.grad_norm.uq', 'ela_local.fun_evals.lq')",0.019876021483238072,0.015464219967735615,0.007732109983867807,global_structure,gbm
"(0, 61, 91, 119)",[0.99581388 0.99155435 0.99580494 0.99200318 1.        ],0.9950352703717547,"('hill_climbing.avg_dist_between_opt', 'cm_angle.dist_ctr2worst_mean', 'ela_curv.grad_norm.uq', 'ela_local.fun_evals.lq')",0.0039472282080099405,0.0030710776461473324,0.0015355388230736662,global_structure,gbm
"(0, 61, 91, 99, 119)",[1.         0.99582374 1.         0.99200318 1.        ],0.9975653837808919,"('hill_climbing.avg_dist_between_opt', 'cm_angle.dist_ctr2worst_mean', 'ela_curv.grad_norm.uq', 'ela_curv.grad_scale.uq', 'ela_local.fun_evals.lq')",0.004135104118672996,0.0032172514874053673,0.0016086257437026834,global_structure,gbm
"(0, 10, 61, 91, 99, 119)",[1.         1.         1.         0.99589723 1.        ],0.9991794457896152,"('hill_climbing.avg_dist_between_opt', 'fitness_distance.distance_mean', 'cm_angle.dist_ctr2worst_mean', 'ela_curv.grad_norm.uq', 'ela_curv.grad_scale.uq', 'ela_local.fun_evals.lq')",0.0021093017491727014,0.0016411084207694326,0.0008205542103847163,global_structure,gbm
"(0, 7, 10, 61, 91, 99, 119)",[1.         1.         1.         0.99589723 1.        ],0.9991794457896152,"('hill_climbing.avg_dist_between_opt', 'gradient.additional_function_eval', 'fitness_distance.distance_mean', 'cm_angle.dist_ctr2worst_mean', 'ela_curv.grad_norm.uq', 'ela_curv.grad_scale.uq', 'ela_local.fun_evals.lq')",0.0021093017491727014,0.0016411084207694326,0.0008205542103847163,global_structure,gbm
"(0, 7, 10, 11, 61, 91, 99, 119)",[1.         1.         1.         0.99589723 1.        ],0.9991794457896152,"('hill_climbing.avg_dist_between_opt', 'gradient.additional_function_eval', 'fitness_distance.distance_mean', 'fitness_distance.distance_std', 'cm_angle.dist_ctr2worst_mean', 'ela_curv.grad_norm.uq', 'ela_curv.grad_scale.uq', 'ela_local.fun_evals.lq')",0.0021093017491727014,0.0016411084207694326,0.0008205542103847163,global_structure,gbm
"(0, 7, 10, 11, 22, 61, 91, 99, 119)",[1.         1.         1.         0.99589723 1.        ],0.9991794457896152,"('hill_climbing.avg_dist_between_opt', 'gradient.additional_function_eval', 'fitness_distance.distance_mean', 'fitness_distance.distance_std', 'pca.expl_var.cov_x', 'cm_angle.dist_ctr2worst_mean', 'ela_curv.grad_norm.uq', 'ela_curv.grad_scale.uq', 'ela_local.fun_evals.lq')",0.0021093017491727014,0.0016411084207694326,0.0008205542103847163,global_structure,gbm
"(0, 7, 10, 11, 22, 26, 61, 91, 99, 119)",[1.         1.         1.         0.99589723 1.        ],0.9991794457896152,"('hill_climbing.avg_dist_between_opt', 'gradient.additional_function_eval', 'fitness_distance.distance_mean', 'fitness_distance.distance_std', 'pca.expl_var.cov_x', 'pca.expl_var_PC1.cov_x', 'cm_angle.dist_ctr2worst_mean', 'ela_curv.grad_norm.uq', 'ela_curv.grad_scale.uq', 'ela_local.fun_evals.lq')",0.0021093017491727014,0.0016411084207694326,0.0008205542103847163,global_structure,gbm
"(0, 7, 10, 11, 22, 23, 26, 61, 91, 99, 119)",[1.         1.         1.         0.99589723 1.        ],0.9991794457896152,"('hill_climbing.avg_dist_between_opt', 'gradient.additional_function_eval', 'fitness_distance.distance_mean', 'fitness_distance.distance_std', 'pca.expl_var.cov_x', 'pca.expl_var.cor_x', 'pca.expl_var_PC1.cov_x', 'cm_angle.dist_ctr2worst_mean', 'ela_curv.grad_norm.uq', 'ela_curv.grad_scale.uq', 'ela_local.fun_evals.lq')",0.0021093017491727014,0.0016411084207694326,0.0008205542103847163,global_structure,gbm
"(0, 7, 10, 11, 22, 23, 26, 27, 61, 91, 99, 119)",[1.         1.         1.         0.99589723 1.        ],0.9991794457896152,"('hill_climbing.avg_dist_between_opt', 'gradient.additional_function_eval', 'fitness_distance.distance_mean', 'fitness_distance.distance_std', 'pca.expl_var.cov_x', 'pca.expl_var.cor_x', 'pca.expl_var_PC1.cov_x', 'pca.expl_var_PC1.cor_x', 'cm_angle.dist_ctr2worst_mean', 'ela_curv.grad_norm.uq', 'ela_curv.grad_scale.uq', 'ela_local.fun_evals.lq')",0.0021093017491727014,0.0016411084207694326,0.0008205542103847163,global_structure,gbm
"(0, 7, 10, 11, 22, 23, 26, 27, 35, 61, 91, 99, 119)",[1.         1.         1.         0.99589723 1.        ],0.9991794457896152,"('hill_climbing.avg_dist_between_opt', 'gradient.additional_function_eval', 'fitness_distance.distance_mean', 'fitness_distance.distance_std', 'pca.expl_var.cov_x', 'pca.expl_var.cor_x', 'pca.expl_var_PC1.cov_x', 'pca.expl_var_PC1.cor_x', 'disp.ratio_mean_02', 'cm_angle.dist_ctr2worst_mean', 'ela_curv.grad_norm.uq', 'ela_curv.grad_scale.uq', 'ela_local.fun_evals.lq')",0.0021093017491727014,0.0016411084207694326,0.0008205542103847163,global_structure,gbm
"(0, 7, 10, 11, 18, 22, 23, 26, 27, 35, 61, 91, 99, 119)",[1.         1.         1.         0.99589723 1.        ],0.9991794457896152,"('hill_climbing.avg_dist_between_opt', 'gradient.additional_function_eval', 'fitness_distance.distance_mean', 'fitness_distance.distance_std', 'ela_meta.lin_simple.coef.max_by_min', 'pca.expl_var.cov_x', 'pca.expl_var.cor_x', 'pca.expl_var_PC1.cov_x', 'pca.expl_var_PC1.cor_x', 'disp.ratio_mean_02', 'cm_angle.dist_ctr2worst_mean', 'ela_curv.grad_norm.uq', 'ela_curv.grad_scale.uq', 'ela_local.fun_evals.lq')",0.0021093017491727014,0.0016411084207694326,0.0008205542103847163,global_structure,gbm
"(0, 7, 10, 11, 18, 22, 23, 26, 27, 35, 61, 91, 99, 119, 140)",[1. 1. 1. 1. 1.],1.0,"('hill_climbing.avg_dist_between_opt', 'gradient.additional_function_eval', 'fitness_distance.distance_mean', 'fitness_distance.distance_std', 'ela_meta.lin_simple.coef.max_by_min', 'pca.expl_var.cov_x', 'pca.expl_var.cor_x', 'pca.expl_var_PC1.cov_x', 'pca.expl_var_PC1.cor_x', 'disp.ratio_mean_02', 'cm_angle.dist_ctr2worst_mean', 'ela_curv.grad_norm.uq', 'ela_curv.grad_scale.uq', 'ela_local.fun_evals.lq', 'lon.n_optima')",0.0,0.0,0.0,global_structure,gbm
